 female married nevermar wkswork wsal age hsdeg somecol colldeg msdoc hrswkd nonwht hispanic stateid
 1 1 0 52 14000 32 0 1 0 0 36 0 0 31
 0 1 0 52 34000 31 0 1 0 0 45 0 0 31
 1 1 0 52 60000 41 0 0 0 1 40 0 0 31
 0 1 0 52 38000 40 0 1 0 0 50 0 0 31
 1 1 0 52 50000 31 0 0 1 0 40 0 0 31
 0 1 0 52 49000 32 0 1 0 0 56 0 0 31
 0 1 0 52 30000 32 0 1 0 0 40 0 0 31
 0 1 0 52 50000 38 1 0 0 0 40 0 0 31
 0 1 0 52 150000 52 0 1 0 0 50 0 0 31
 1 1 0 52 90002 49 0 0 0 1 50 0 0 31
 0 1 0 52 86000 35 0 1 0 0 55 0 0 31
 1 0 0 52 36000 57 0 1 0 0 40 0 0 31
 1 0 0 52 54000 43 0 1 0 0 70 0 0 31
 1 1 0 52 26000 43 0 1 0 0 40 0 0 31
 0 1 0 52 80000 42 1 0 0 0 40 0 0 31
 0 0 0 52 128500 34 0 1 0 0 40 0 0 31
 1 1 0 52 66000 48 1 0 0 0 60 0 0 31
 0 0 1 52 25000 36 0 1 0 0 40 0 0 31
 1 0 1 52 68000 48 0 0 1 0 50 0 0 31
 0 1 0 52 52000 39 1 0 0 0 40 0 0 31
 1 1 0 52 42000 41 0 0 1 0 40 0 0 31
 0 1 0 52 60000 59 0 1 0 0 43 0 0 31
 0 0 1 52 340000 39 0 0 0 1 50 0 0 31
 0 0 1 52 45000 36 0 1 0 0 45 0 0 31
 0 1 0 52 130000 49 0 0 1 0 40 0 0 31
 1 1 0 52 24000 32 0 1 0 0 36 0 0 31
 0 1 0 52 175000 33 0 0 1 0 50 0 0 31
 0 1 0 52 118000 59 0 0 0 1 50 0 0 31
 0 1 0 52 55000 30 0 0 1 0 50 0 0 31
 0 0 1 52 115000 37 0 0 1 0 40 0 0 31
 1 0 0 52 25000 47 0 1 0 0 40 0 0 31
 1 1 0 52 56900 63 0 1 0 0 41 0 0 31
 0 1 0 52 80000 63 0 1 0 0 60 0 0 31
 0 1 0 52 50002 38 0 1 0 0 40 0 0 31
 0 1 0 52 72000 36 0 1 0 0 52 0 0 31
 0 0 1 52 75000 27 0 0 1 0 45 0 0 31
 0 1 0 52 30000 25 0 0 1 0 42 0 0 31
 1 1 0 52 34000 25 0 1 0 0 40 0 0 31
 1 1 0 52 56000 38 0 1 0 0 40 0 0 31
 0 1 0 52 210000 46 0 1 0 0 40 0 0 31
 0 1 0 52 48000 34 0 0 1 0 40 0 0 31
 1 1 0 52 60000 35 0 0 0 1 40 0 0 31
 0 0 1 52 39000 28 0 0 1 0 40 0 0 31
 1 1 0 52 120000 41 0 0 1 0 40 0 0 31
 0 1 0 52 40000 40 0 0 1 0 40 0 0 31
 1 1 0 52 25000 31 0 1 0 0 40 0 0 31
 0 1 0 52 85000 32 0 0 0 1 50 0 0 31
 1 0 0 52 30000 58 0 0 1 0 40 0 0 31
 1 0 0 52 54000 51 0 1 0 0 60 1 0 31
 1 0 0 52 56000 64 1 0 0 0 40 0 0 31
 1 0 0 52 42000 54 0 1 0 0 40 0 0 31
 0 0 1 52 37000 27 0 0 1 0 40 0 0 31
 1 0 1 52 42000 25 0 0 0 1 40 0 0 31
 0 1 0 52 31000 62 0 1 0 0 50 0 0 31
 0 1 0 52 130000 43 0 0 1 0 40 0 0 31
 0 1 0 52 74000 61 0 0 1 0 50 0 0 31
 0 0 1 52 88000 24 0 0 1 0 40 0 0 31
 0 1 0 52 88000 38 0 0 0 1 45 0 0 31
 1 1 0 52 65000 32 0 0 1 0 40 0 0 31
 0 1 0 52 80000 41 0 0 1 0 40 0 0 31
 1 1 0 52 50000 30 0 0 1 0 40 0 0 31
 0 0 1 50 26700 24 0 0 1 0 40 0 0 31
 0 0 1 52 23500 24 1 0 0 0 40 0 0 31
 0 1 0 52 48000 27 0 0 1 0 40 0 0 31
 1 1 0 52 35000 25 0 0 1 0 40 0 0 31
 1 1 0 52 29000 35 0 1 0 0 40 0 0 31
 0 1 0 52 40000 38 0 1 0 0 50 0 0 31
 1 1 0 52 30000 50 0 1 0 0 40 0 0 31
 0 1 0 52 52000 40 0 0 1 0 40 0 0 31
 1 1 0 52 50000 40 0 0 1 0 40 0 0 31
 0 0 0 52 70000 52 0 0 0 1 40 0 0 31
 1 0 0 52 37000 64 1 0 0 0 42 0 0 31
 1 1 0 52 39000 59 1 0 0 0 45 1 0 31
 0 1 0 52 60000 62 0 0 1 0 55 1 0 31
 0 0 0 52 27852 31 0 0 1 0 41 0 0 31
